district,year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Crop,State
jalpaiguri, 2001,Kharif,15.0,12.0,0.8,Arhar/Tur,West Bengal
jalpaiguri, 2002,Kharif,11.0,10.0,0.9090909090909092,Arhar/Tur,West Bengal
jalpaiguri, 2003,Kharif,30.0,32.0,1.066666666666667,Arhar/Tur,West Bengal
jalpaiguri, 2004,Rabi,16.0,10.0,0.625,Arhar/Tur,West Bengal
jalpaiguri, 2005,Rabi,14.0,12.0,0.8571428571428571,Arhar/Tur,West Bengal
jalpaiguri, 2006,Rabi,15.0,3.0,0.2,Arhar/Tur,West Bengal
jalpaiguri, 2007,Rabi,17.0,15.0,0.8823529411764706,Arhar/Tur,West Bengal
jalpaiguri, 2008,Rabi,18.0,14.0,0.7777777777777778,Arhar/Tur,West Bengal
jalpaiguri, 2009,Rabi,12.0,13.0,1.083333333333333,Arhar/Tur,West Bengal
jalpaiguri, 2010,Rabi,10.0,11.0,1.1,Arhar/Tur,West Bengal
jalpaiguri, 2011,Rabi,10.0,4.0,0.4,Arhar/Tur,West Bengal
jalpaiguri, 2012,Rabi,51.0,69.0,1.352941176470588,Arhar/Tur,West Bengal
jalpaiguri, 2017,Rabi,175.0,289.0,1.651428571428571,Arhar/Tur,West Bengal
jalpaiguri, 2018,Rabi,48.0,75.0,1.5625,Arhar/Tur,West Bengal
jalpaiguri, 2019,Rabi,50.0,163.0,3.26,Arhar/Tur,West Bengal
malda, 1997,Whole Year,224.0,220.0,0.9821428571428572,Arhar/Tur,West Bengal
malda, 1998,Kharif,219.0,180.0,0.821917808219178,Arhar/Tur,West Bengal
malda, 1999,Kharif,233.0,184.0,0.7896995708154506,Arhar/Tur,West Bengal
malda, 2000,Kharif,128.0,80.0,0.625,Arhar/Tur,West Bengal
malda, 2001,Kharif,48.0,38.0,0.7916666666666666,Arhar/Tur,West Bengal
malda, 2002,Kharif,61.0,56.0,0.918032786885246,Arhar/Tur,West Bengal
malda, 2003,Kharif,76.0,80.0,1.052631578947368,Arhar/Tur,West Bengal
malda, 2004,Rabi,50.0,32.0,0.64,Arhar/Tur,West Bengal
malda, 2005,Rabi,43.0,35.0,0.813953488372093,Arhar/Tur,West Bengal
malda, 2006,Rabi,48.0,11.0,0.2291666666666667,Arhar/Tur,West Bengal
malda, 2007,Rabi,34.0,30.0,0.8823529411764706,Arhar/Tur,West Bengal
malda, 2008,Rabi,27.0,21.0,0.7777777777777778,Arhar/Tur,West Bengal
malda, 2009,Rabi,64.0,70.0,1.09375,Arhar/Tur,West Bengal
malda, 2010,Rabi,51.0,56.0,1.098039215686275,Arhar/Tur,West Bengal
malda, 2011,Rabi,26.0,12.0,0.4615384615384616,Arhar/Tur,West Bengal
malda, 2012,Rabi,32.0,44.0,1.375,Arhar/Tur,West Bengal
malda, 2013,Rabi,35.0,45.0,1.285714285714286,Arhar/Tur,West Bengal
malda, 2014,Rabi,50.0,64.0,1.28,Arhar/Tur,West Bengal
malda, 2015,Rabi,727.0,902.0,1.240715268225585,Arhar/Tur,West Bengal
malda, 2016,Rabi,196.0,344.0,1.755102040816326,Arhar/Tur,West Bengal
malda, 2017,Rabi,210.0,504.0,2.4,Arhar/Tur,West Bengal
malda, 2018,Rabi,161.0,510.0,3.167701863354037,Arhar/Tur,West Bengal
malda, 2019,Rabi,289.0,945.0,3.269896193771626,Arhar/Tur,West Bengal
medinipur east, 2012,Rabi,9.0,12.0,1.333333333333333,Arhar/Tur,West Bengal
medinipur west, 1997,Whole Year,304.0,60.0,0.1973684210526316,Arhar/Tur,West Bengal
medinipur west, 1998,Kharif,361.0,250.0,0.6925207756232687,Arhar/Tur,West Bengal
medinipur west, 1999,Kharif,496.0,406.0,0.8185483870967742,Arhar/Tur,West Bengal
medinipur west, 2000,Kharif,2419.0,2380.0,0.9838776353865234,Arhar/Tur,West Bengal
medinipur west, 2001,Kharif,834.0,289.0,0.3465227817745803,Arhar/Tur,West Bengal
medinipur west, 2002,Kharif,558.0,379.0,0.6792114695340502,Arhar/Tur,West Bengal
medinipur west, 2003,Kharif,1239.0,1515.0,1.222760290556901,Arhar/Tur,West Bengal
medinipur west, 2004,Rabi,654.0,381.0,0.5825688073394495,Arhar/Tur,West Bengal
medinipur west, 2005,Rabi,274.0,286.0,1.043795620437956,Arhar/Tur,West Bengal
medinipur west, 2006,Rabi,329.0,199.0,0.6048632218844985,Arhar/Tur,West Bengal
medinipur west, 2007,Rabi,154.0,72.0,0.4675324675324675,Arhar/Tur,West Bengal
medinipur west, 2008,Rabi,212.0,104.0,0.4905660377358491,Arhar/Tur,West Bengal
medinipur west, 2009,Rabi,225.0,48.0,0.2133333333333333,Arhar/Tur,West Bengal
medinipur west, 2010,Rabi,224.0,197.0,0.8794642857142857,Arhar/Tur,West Bengal
medinipur west, 2011,Rabi,128.0,36.0,0.28125,Arhar/Tur,West Bengal
medinipur west, 2012,Rabi,142.0,163.0,1.147887323943662,Arhar/Tur,West Bengal
medinipur west, 2013,Rabi,164.0,257.0,1.567073170731707,Arhar/Tur,West Bengal
medinipur west, 2014,Rabi,164.0,265.0,1.615853658536585,Arhar/Tur,West Bengal
medinipur west, 2015,Rabi,420.0,324.0,0.7714285714285715,Arhar/Tur,West Bengal
medinipur west, 2016,Rabi,47.0,53.0,1.127659574468085,Arhar/Tur,West Bengal
medinipur west, 2017,Rabi,415.0,500.0,1.204819277108434,Arhar/Tur,West Bengal
medinipur west, 2018,Rabi,199.0,197.0,0.9899497487437184,Arhar/Tur,West Bengal
medinipur west, 2019,Rabi,325.0,377.0,1.16,Arhar/Tur,West Bengal
murshidabad, 1997,Whole Year,332.0,320.0,0.963855421686747,Arhar/Tur,West Bengal
murshidabad, 1998,Kharif,234.0,190.0,0.811965811965812,Arhar/Tur,West Bengal
murshidabad, 1999,Kharif,606.0,735.0,1.212871287128713,Arhar/Tur,West Bengal
murshidabad, 2000,Kharif,1266.0,840.0,0.6635071090047393,Arhar/Tur,West Bengal
murshidabad, 2001,Kharif,1115.0,1634.0,1.465470852017937,Arhar/Tur,West Bengal
murshidabad, 2002,Kharif,1354.0,1436.0,1.06056129985229,Arhar/Tur,West Bengal
murshidabad, 2003,Kharif,442.0,457.0,1.033936651583711,Arhar/Tur,West Bengal
murshidabad, 2004,Rabi,157.0,174.0,1.10828025477707,Arhar/Tur,West Bengal
murshidabad, 2005,Rabi,70.0,75.0,1.071428571428571,Arhar/Tur,West Bengal
murshidabad, 2006,Rabi,319.0,131.0,0.4106583072100313,Arhar/Tur,West Bengal
murshidabad, 2007,Rabi,372.0,392.0,1.053763440860215,Arhar/Tur,West Bengal
murshidabad, 2008,Rabi,83.0,165.0,1.987951807228916,Arhar/Tur,West Bengal
murshidabad, 2009,Rabi,195.0,240.0,1.230769230769231,Arhar/Tur,West Bengal
murshidabad, 2010,Rabi,113.0,166.0,1.469026548672566,Arhar/Tur,West Bengal
murshidabad, 2011,Rabi,26.0,12.0,0.4615384615384616,Arhar/Tur,West Bengal
murshidabad, 2012,Rabi,26.0,33.0,1.269230769230769,Arhar/Tur,West Bengal
murshidabad, 2013,Rabi,69.0,100.0,1.449275362318841,Arhar/Tur,West Bengal
murshidabad, 2014,Rabi,145.0,242.0,1.668965517241379,Arhar/Tur,West Bengal
murshidabad, 2015,Rabi,140.0,88.0,0.6285714285714286,Arhar/Tur,West Bengal
murshidabad, 2016,Rabi,139.0,239.0,1.719424460431655,Arhar/Tur,West Bengal
murshidabad, 2017,Rabi,209.0,449.0,2.148325358851675,Arhar/Tur,West Bengal
murshidabad, 2018,Rabi,119.0,352.0,2.957983193277311,Arhar/Tur,West Bengal
murshidabad, 2019,Rabi,229.0,733.0,3.200873362445415,Arhar/Tur,West Bengal
nadia, 1997,Whole Year,182.0,180.0,0.989010989010989,Arhar/Tur,West Bengal
nadia, 1998,Kharif,88.0,70.0,0.7954545454545454,Arhar/Tur,West Bengal
nadia, 1999,Kharif,61.0,74.0,1.213114754098361,Arhar/Tur,West Bengal
nadia, 2000,Kharif,1593.0,1060.0,0.6654111738857501,Arhar/Tur,West Bengal
nadia, 2001,Kharif,216.0,317.0,1.467592592592593,Arhar/Tur,West Bengal
nadia, 2002,Kharif,249.0,264.0,1.060240963855422,Arhar/Tur,West Bengal
nadia, 2003,Kharif,135.0,137.0,1.014814814814815,Arhar/Tur,West Bengal
nadia, 2004,Rabi,110.0,97.0,0.8818181818181818,Arhar/Tur,West Bengal
nadia, 2005,Rabi,16.0,18.0,1.125,Arhar/Tur,West Bengal
nadia, 2006,Rabi,22.0,11.0,0.5,Arhar/Tur,West Bengal
nadia, 2007,Rabi,9.0,10.0,1.111111111111111,Arhar/Tur,West Bengal
nadia, 2009,Rabi,42.0,56.0,1.333333333333333,Arhar/Tur,West Bengal
nadia, 2010,Rabi,559.0,909.0,1.626118067978533,Arhar/Tur,West Bengal
nadia, 2011,Rabi,447.0,200.0,0.4474272930648769,Arhar/Tur,West Bengal
nadia, 2012,Rabi,461.0,647.0,1.403470715835141,Arhar/Tur,West Bengal
nadia, 2013,Rabi,256.0,398.0,1.5546875,Arhar/Tur,West Bengal
nadia, 2014,Rabi,307.0,528.0,1.719869706840391,Arhar/Tur,West Bengal
nadia, 2015,Rabi,180.0,118.0,0.6555555555555556,Arhar/Tur,West Bengal
nadia, 2016,Rabi,365.0,452.0,1.238356164383562,Arhar/Tur,West Bengal
nadia, 2017,Rabi,225.0,371.0,1.648888888888889,Arhar/Tur,West Bengal
nadia, 2018,Rabi,183.0,286.0,1.562841530054645,Arhar/Tur,West Bengal
nadia, 2019,Rabi,325.0,1062.0,3.267692307692308,Arhar/Tur,West Bengal
paschim bardhaman, 2016,Rabi,9.0,11.0,1.222222222222222,Arhar/Tur,West Bengal
paschim bardhaman, 2017,Rabi,12.0,20.0,1.666666666666667,Arhar/Tur,West Bengal
paschim bardhaman, 2018,Rabi,4.0,6.0,1.5,Arhar/Tur,West Bengal
purba bardhaman, 1997,Whole Year,652.0,340.0,0.5214723926380368,Arhar/Tur,West Bengal
purba bardhaman, 1998,Kharif,557.0,380.0,0.6822262118491921,Arhar/Tur,West Bengal
purba bardhaman, 1999,Kharif,127.0,78.0,0.6141732283464567,Arhar/Tur,West Bengal
purba bardhaman, 2000,Kharif,628.0,420.0,0.6687898089171974,Arhar/Tur,West Bengal
purba bardhaman, 2001,Kharif,327.0,154.0,0.4709480122324159,Arhar/Tur,West Bengal
purba bardhaman, 2002,Kharif,115.0,178.0,1.547826086956522,Arhar/Tur,West Bengal
purba bardhaman, 2003,Kharif,221.0,224.0,1.013574660633484,Arhar/Tur,West Bengal
purba bardhaman, 2005,Rabi,24.0,19.0,0.7916666666666666,Arhar/Tur,West Bengal
purba bardhaman, 2007,Rabi,22.0,10.0,0.4545454545454545,Arhar/Tur,West Bengal
purba bardhaman, 2009,Rabi,12.0,3.0,0.25,Arhar/Tur,West Bengal
purba bardhaman, 2010,Rabi,18.0,16.0,0.8888888888888888,Arhar/Tur,West Bengal
purba bardhaman, 2011,Rabi,70.0,23.0,0.3285714285714286,Arhar/Tur,West Bengal
purba bardhaman, 2012,Rabi,70.0,93.0,1.328571428571429,Arhar/Tur,West Bengal
purba bardhaman, 2013,Rabi,76.0,95.0,1.25,Arhar/Tur,West Bengal
purba bardhaman, 2014,Rabi,83.0,98.0,1.180722891566265,Arhar/Tur,West Bengal
purba bardhaman, 2015,Rabi,7.0,5.0,0.7142857142857143,Arhar/Tur,West Bengal
purba bardhaman, 2016,Rabi,81.0,100.0,1.234567901234568,Arhar/Tur,West Bengal
purba bardhaman, 2017,Rabi,108.0,178.0,1.648148148148148,Arhar/Tur,West Bengal
purba bardhaman, 2018,Rabi,46.0,72.0,1.565217391304348,Arhar/Tur,West Bengal
purba bardhaman, 2019,Rabi,55.0,180.0,3.272727272727273,Arhar/Tur,West Bengal
purulia, 1997,Whole Year,1510.0,790.0,0.5231788079470199,Arhar/Tur,West Bengal
purulia, 1998,Kharif,756.0,300.0,0.3968253968253968,Arhar/Tur,West Bengal
purulia, 1999,Kharif,1317.0,648.0,0.4920273348519362,Arhar/Tur,West Bengal
purulia, 2000,Kharif,2071.0,640.0,0.3090294543698696,Arhar/Tur,West Bengal
purulia, 2001,Kharif,867.0,507.0,0.5847750865051903,Arhar/Tur,West Bengal
purulia, 2002,Kharif,598.0,374.0,0.6254180602006689,Arhar/Tur,West Bengal
purulia, 2003,Kharif,6.0,6.0,1.0,Arhar/Tur,West Bengal
purulia, 2004,Rabi,398.0,292.0,0.7336683417085427,Arhar/Tur,West Bengal
purulia, 2005,Rabi,1253.0,1020.0,0.8140462889066241,Arhar/Tur,West Bengal
purulia, 2006,Rabi,1234.0,1024.0,0.8298217179902755,Arhar/Tur,West Bengal
purulia, 2007,Rabi,415.0,308.0,0.7421686746987952,Arhar/Tur,West Bengal
purulia, 2008,Rabi,144.0,63.0,0.4375,Arhar/Tur,West Bengal
purulia, 2009,Rabi,107.0,73.0,0.6822429906542056,Arhar/Tur,West Bengal
purulia, 2010,Rabi,105.0,95.0,0.9047619047619048,Arhar/Tur,West Bengal
purulia, 2011,Rabi,66.0,45.0,0.6818181818181818,Arhar/Tur,West Bengal
purulia, 2012,Rabi,107.0,240.0,2.242990654205607,Arhar/Tur,West Bengal
purulia, 2013,Rabi,332.0,406.0,1.22289156626506,Arhar/Tur,West Bengal
purulia, 2014,Rabi,671.0,723.0,1.077496274217586,Arhar/Tur,West Bengal
purulia, 2015,Rabi,340.0,251.0,0.7382352941176471,Arhar/Tur,West Bengal
purulia, 2016,Rabi,653.0,734.0,1.124042879019908,Arhar/Tur,West Bengal
purulia, 2017,Rabi,271.0,310.0,1.143911439114391,Arhar/Tur,West Bengal
purulia, 2018,Rabi,316.0,309.0,0.9778481012658228,Arhar/Tur,West Bengal
purulia, 2019,Rabi,412.0,460.0,1.116504854368932,Arhar/Tur,West Bengal
bankura, 1997,Kharif,162.0,73.0,0.4506172839506173,Bajra,West Bengal
bankura, 1998,Kharif,130.0,62.0,0.4769230769230769,Bajra,West Bengal
bankura, 1999,Kharif,86.0,42.0,0.4883720930232558,Bajra,West Bengal
bankura, 2000,Kharif,185.0,122.0,0.6594594594594595,Bajra,West Bengal
bankura, 2001,Kharif,195.0,129.0,0.6615384615384615,Bajra,West Bengal
bankura, 2002,Kharif,152.0,107.0,0.7039473684210527,Bajra,West Bengal
bankura, 2003,Kharif,80.0,39.0,0.4875,Bajra,West Bengal
bankura, 2004,Kharif,18.0,10.0,0.5555555555555556,Bajra,West Bengal
bankura, 2005,Kharif,3.0,2.0,0.6666666666666666,Bajra,West Bengal
bankura, 2009,Kharif,6.0,7.0,1.166666666666667,Bajra,West Bengal
bankura, 2010,Kharif,2.0,2.0,1.0,Bajra,West Bengal
bankura, 2012,Kharif,4.0,5.0,1.25,Bajra,West Bengal
birbhum, 1997,Kharif,30.0,19.0,0.6333333333333333,Bajra,West Bengal
birbhum, 1998,Kharif,30.0,19.0,0.6333333333333333,Bajra,West Bengal
coochbehar, 2013,Kharif,110.0,28.0,0.2545454545454545,Bajra,West Bengal
coochbehar, 2014,Kharif,115.0,29.0,0.2521739130434782,Bajra,West Bengal
coochbehar, 2015,Kharif,113.0,29.0,0.2566371681415929,Bajra,West Bengal
coochbehar, 2016,Kharif,114.0,29.0,0.2543859649122807,Bajra,West Bengal
hooghly, 1999,Kharif,45.0,51.0,1.133333333333333,Bajra,West Bengal
hooghly, 2000,Kharif,10.0,14.0,1.4,Bajra,West Bengal
hooghly, 2001,Kharif,30.0,34.0,1.133333333333333,Bajra,West Bengal
medinipur west, 2006,Kharif,79.0,31.0,0.3924050632911392,Bajra,West Bengal
murshidabad, 1997,Kharif,15.0,3.0,0.2,Bajra,West Bengal
murshidabad, 1998,Kharif,15.0,3.0,0.2,Bajra,West Bengal
murshidabad, 1999,Kharif,15.0,3.0,0.2,Bajra,West Bengal
purba bardhaman, 2000,Kharif,95.0,113.0,1.189473684210526,Bajra,West Bengal
purba bardhaman, 2001,Kharif,95.0,113.0,1.189473684210526,Bajra,West Bengal
purba bardhaman, 2002,Kharif,95.0,113.0,1.189473684210526,Bajra,West Bengal
purba bardhaman, 2003,Kharif,95.0,113.0,1.189473684210526,Bajra,West Bengal
purulia, 2000,Kharif,23.0,7.0,0.3043478260869565,Bajra,West Bengal
purulia, 2001,Kharif,105.0,46.0,0.4380952380952381,Bajra,West Bengal
purulia, 2002,Kharif,85.0,32.0,0.3764705882352941,Bajra,West Bengal
purulia, 2003,Kharif,83.0,27.0,0.3253012048192771,Bajra,West Bengal
purulia, 2004,Kharif,111.0,35.0,0.3153153153153153,Bajra,West Bengal
purulia, 2005,Kharif,52.0,17.0,0.3269230769230769,Bajra,West Bengal
purulia, 2007,Kharif,64.0,23.0,0.359375,Bajra,West Bengal
purulia, 2008,Kharif,75.0,26.0,0.3466666666666667,Bajra,West Bengal
purulia, 2009,Kharif,47.0,16.0,0.3404255319148936,Bajra,West Bengal
purulia, 2010,Kharif,62.0,22.0,0.3548387096774194,Bajra,West Bengal
purulia, 2011,Kharif,59.0,22.0,0.3728813559322034,Bajra,West Bengal
purulia, 2012,Kharif,56.0,20.0,0.3571428571428572,Bajra,West Bengal
purulia, 2013,Kharif,34.0,14.0,0.4117647058823529,Bajra,West Bengal
purulia, 2014,Kharif,49.0,19.0,0.3877551020408163,Bajra,West Bengal
purulia, 2015,Kharif,53.0,20.0,0.3773584905660378,Bajra,West Bengal
purulia, 2016,Kharif,53.0,20.0,0.3773584905660378,Bajra,West Bengal
purulia, 2017,Kharif,30.0,12.0,0.4,Bajra,West Bengal
purulia, 2018,Kharif,71.0,29.0,0.4084507042253521,Bajra,West Bengal
purulia, 2019,Kharif,68.0,27.0,0.3970588235294117,Bajra,West Bengal
24 paraganas south, 2005,Rabi,14.0,13.0,0.9285714285714286,Barley,West Bengal
24 paraganas south, 2007,Rabi,17.0,15.0,0.8823529411764706,Barley,West Bengal
bankura, 2011,Rabi,15.0,18.0,1.2,Barley,West Bengal
birbhum, 1997,Whole Year,376.0,370.0,0.9840425531914894,Barley,West Bengal
birbhum, 1998,Rabi,143.0,170.0,1.188811188811189,Barley,West Bengal
birbhum, 1999,Rabi,104.0,83.0,0.7980769230769231,Barley,West Bengal
birbhum, 2001,Rabi,88.0,105.0,1.193181818181818,Barley,West Bengal
birbhum, 2002,Rabi,241.0,238.0,0.9875518672199172,Barley,West Bengal
birbhum, 2003,Rabi,219.0,287.0,1.310502283105023,Barley,West Bengal
birbhum, 2004,Rabi,130.0,212.0,1.630769230769231,Barley,West Bengal
birbhum, 2005,Rabi,85.0,106.0,1.247058823529412,Barley,West Bengal
birbhum, 2006,Rabi,73.0,74.0,1.013698630136986,Barley,West Bengal
birbhum, 2008,Rabi,234.0,378.0,1.615384615384615,Barley,West Bengal
birbhum, 2009,Rabi,101.0,131.0,1.297029702970297,Barley,West Bengal
birbhum, 2010,Rabi,40.0,55.0,1.375,Barley,West Bengal
birbhum, 2011,Rabi,11.0,11.0,1.0,Barley,West Bengal
birbhum, 2012,Rabi,16.0,19.0,1.1875,Barley,West Bengal
birbhum, 2013,Rabi,24.0,31.0,1.291666666666667,Barley,West Bengal
birbhum, 2014,Rabi,28.0,36.0,1.285714285714286,Barley,West Bengal
birbhum, 2015,Rabi,30.0,40.0,1.333333333333333,Barley,West Bengal
birbhum, 2016,Rabi,35.0,48.0,1.371428571428571,Barley,West Bengal
birbhum, 2017,Rabi,11.0,14.0,1.272727272727273,Barley,West Bengal
birbhum, 2018,Rabi,1.0,2.0,2.0,Barley,West Bengal
birbhum, 2019,Rabi,10.0,17.0,1.7,Barley,West Bengal
coochbehar, 1997,Whole Year,11.0,10.0,0.9090909090909092,Barley,West Bengal
coochbehar, 2008,Rabi,5.0,10.0,2.0,Barley,West Bengal
coochbehar, 2011,Rabi,10.0,19.0,1.9,Barley,West Bengal
darjeeling, 2004,Rabi,23.0,44.0,1.91304347826087,Barley,West Bengal
darjeeling, 2011,Rabi,509.0,764.0,1.50098231827112,Barley,West Bengal
darjeeling, 2012,Rabi,510.0,704.0,1.380392156862745,Barley,West Bengal
darjeeling, 2013,Rabi,510.0,734.0,1.43921568627451,Barley,West Bengal
darjeeling, 2014,Rabi,509.0,713.0,1.400785854616896,Barley,West Bengal
darjeeling, 2015,Rabi,510.0,724.0,1.419607843137255,Barley,West Bengal
darjeeling, 2016,Rabi,506.0,721.0,1.424901185770751,Barley,West Bengal
dinajpur dakshin, 1997,Whole Year,13.0,1.0,0.0769230769230769,Barley,West Bengal
dinajpur dakshin, 1998,Rabi,54.0,50.0,0.925925925925926,Barley,West Bengal
dinajpur dakshin, 2000,Rabi,28.0,30.0,1.071428571428571,Barley,West Bengal
dinajpur dakshin, 2001,Rabi,21.0,17.0,0.8095238095238095,Barley,West Bengal
dinajpur dakshin, 2002,Rabi,26.0,16.0,0.6153846153846154,Barley,West Bengal
dinajpur dakshin, 2003,Rabi,31.0,38.0,1.225806451612903,Barley,West Bengal
dinajpur uttar, 1997,Whole Year,140.0,80.0,0.5714285714285714,Barley,West Bengal
dinajpur uttar, 1998,Rabi,46.0,40.0,0.8695652173913043,Barley,West Bengal
dinajpur uttar, 1999,Rabi,48.0,33.0,0.6875,Barley,West Bengal
dinajpur uttar, 2000,Rabi,40.0,20.0,0.5,Barley,West Bengal
dinajpur uttar, 2001,Rabi,80.0,30.0,0.375,Barley,West Bengal
dinajpur uttar, 2002,Rabi,4.0,4.0,1.0,Barley,West Bengal
dinajpur uttar, 2003,Rabi,56.0,69.0,1.232142857142857,Barley,West Bengal
dinajpur uttar, 2004,Rabi,65.0,123.0,1.892307692307692,Barley,West Bengal
dinajpur uttar, 2005,Rabi,332.0,469.0,1.412650602409639,Barley,West Bengal
dinajpur uttar, 2006,Rabi,55.0,71.0,1.290909090909091,Barley,West Bengal
dinajpur uttar, 2007,Rabi,16.0,25.0,1.5625,Barley,West Bengal
dinajpur uttar, 2008,Rabi,31.0,60.0,1.935483870967742,Barley,West Bengal
dinajpur uttar, 2009,Rabi,5.0,6.0,1.2,Barley,West Bengal
dinajpur uttar, 2010,Rabi,28.0,38.0,1.357142857142857,Barley,West Bengal
dinajpur uttar, 2011,Rabi,10.0,20.0,2.0,Barley,West Bengal
dinajpur uttar, 2012,Rabi,8.0,16.0,2.0,Barley,West Bengal
dinajpur uttar, 2013,Rabi,15.0,25.0,1.666666666666667,Barley,West Bengal
dinajpur uttar, 2014,Rabi,19.0,29.0,1.526315789473684,Barley,West Bengal
dinajpur uttar, 2015,Rabi,17.0,27.0,1.588235294117647,Barley,West Bengal
dinajpur uttar, 2016,Rabi,18.0,29.0,1.611111111111111,Barley,West Bengal
jalpaiguri, 1997,Whole Year,5.0,3.0,0.6,Barley,West Bengal
jalpaiguri, 1998,Rabi,833.0,670.0,0.8043217286914766,Barley,West Bengal
jalpaiguri, 1999,Rabi,813.0,812.0,0.998769987699877,Barley,West Bengal
jalpaiguri, 2001,Rabi,23.0,24.0,1.043478260869565,Barley,West Bengal
jalpaiguri, 2003,Rabi,8.0,10.0,1.25,Barley,West Bengal
jalpaiguri, 2004,Rabi,10.0,19.0,1.9,Barley,West Bengal
jalpaiguri, 2006,Rabi,4.0,5.0,1.25,Barley,West Bengal
jalpaiguri, 2007,Rabi,4.0,6.0,1.5,Barley,West Bengal
jalpaiguri, 2009,Rabi,13.0,15.0,1.153846153846154,Barley,West Bengal
jalpaiguri, 2010,Rabi,15.0,20.0,1.333333333333333,Barley,West Bengal
jalpaiguri, 2011,Rabi,5.0,7.0,1.4,Barley,West Bengal
jalpaiguri, 2012,Rabi,11.0,14.0,1.272727272727273,Barley,West Bengal
jalpaiguri, 2013,Rabi,8.0,11.0,1.375,Barley,West Bengal
jalpaiguri, 2014,Rabi,10.0,14.0,1.4,Barley,West Bengal
jalpaiguri, 2015,Rabi,11.0,14.0,1.272727272727273,Barley,West Bengal
jalpaiguri, 2016,Rabi,10.0,13.0,1.3,Barley,West Bengal
malda, 1997,Whole Year,3071.0,1950.0,0.6349723217193096,Barley,West Bengal
malda, 1998,Rabi,3004.0,2400.0,0.7989347536617842,Barley,West Bengal
malda, 1999,Rabi,2339.0,2336.0,0.9987174005985464,Barley,West Bengal
malda, 2000,Rabi,2199.0,1180.0,0.5366075488858572,Barley,West Bengal
malda, 2001,Rabi,1607.0,1665.0,1.036092097075296,Barley,West Bengal
malda, 2002,Rabi,1392.0,1406.0,1.010057471264368,Barley,West Bengal
malda, 2003,Rabi,1706.0,2091.0,1.225674091441969,Barley,West Bengal
malda, 2004,Rabi,1491.0,3048.0,2.044265593561368,Barley,West Bengal
malda, 2005,Rabi,1318.0,1861.0,1.411987860394537,Barley,West Bengal
malda, 2006,Rabi,1216.0,1744.0,1.434210526315789,Barley,West Bengal
malda, 2007,Rabi,1232.0,1987.0,1.612824675324675,Barley,West Bengal
malda, 2008,Rabi,1082.0,2127.0,1.965804066543438,Barley,West Bengal
malda, 2009,Rabi,1200.0,1358.0,1.131666666666667,Barley,West Bengal
malda, 2010,Rabi,1512.0,2084.0,1.378306878306878,Barley,West Bengal
malda, 2011,Rabi,1265.0,1856.0,1.467193675889328,Barley,West Bengal
malda, 2012,Rabi,1388.0,1970.0,1.419308357348703,Barley,West Bengal
malda, 2013,Rabi,1341.0,1903.0,1.419090231170768,Barley,West Bengal
malda, 2014,Rabi,1365.0,1895.0,1.388278388278388,Barley,West Bengal
malda, 2015,Rabi,1377.0,1933.0,1.403776325344953,Barley,West Bengal
malda, 2016,Rabi,1382.0,1951.0,1.411722141823444,Barley,West Bengal
malda, 2017,Rabi,206.0,292.0,1.41747572815534,Barley,West Bengal
medinipur west, 1997,Whole Year,1.0,10.0,10.0,Barley,West Bengal
murshidabad, 1997,Whole Year,1860.0,1980.0,1.064516129032258,Barley,West Bengal
murshidabad, 1998,Rabi,1661.0,2340.0,1.408789885611078,Barley,West Bengal
murshidabad, 1999,Rabi,1575.0,1363.0,0.8653968253968254,Barley,West Bengal
murshidabad, 2000,Rabi,986.0,480.0,0.486815415821501,Barley,West Bengal
murshidabad, 2001,Rabi,656.0,769.0,1.172256097560976,Barley,West Bengal
murshidabad, 2002,Rabi,708.0,629.0,0.8884180790960452,Barley,West Bengal
murshidabad, 2003,Rabi,689.0,1137.0,1.650217706821481,Barley,West Bengal
murshidabad, 2004,Rabi,586.0,510.0,0.8703071672354948,Barley,West Bengal
murshidabad, 2005,Rabi,562.0,468.0,0.8327402135231317,Barley,West Bengal
murshidabad, 2006,Rabi,898.0,387.0,0.4309576837416481,Barley,West Bengal
murshidabad, 2007,Rabi,573.0,485.0,0.8464223385689355,Barley,West Bengal
murshidabad, 2008,Rabi,914.0,1031.0,1.12800875273523,Barley,West Bengal
murshidabad, 2009,Rabi,263.0,515.0,1.958174904942966,Barley,West Bengal
murshidabad, 2010,Rabi,262.0,362.0,1.381679389312977,Barley,West Bengal
